member_number,db_id,source_member_id,household_id,full_name,tier,relationship,seniority_level,job_title,organisation_unit,physical_address,region,district,nwsc_area,town_or_ward,onboarded_via
NWSC-2026-01578,nw7c1e5bd45411d16515cd,NWSC-MEM-002234,NWSC-HH-001327,Stella Nsubuga,Management,Principal,Regional/General Manager,General Manager,Regional Operations,"Plot 298, Civic Road, Moroto, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Moroto,DB
NWSC-2026-01579,nw83c2e6146ae340af2297,NWSC-MEM-002235,NWSC-HH-001328,Julius Okello,Staff,Principal,Field/Operations,Meter Reader,Regional Operations,"Plot 112, Hill Road, Busia, Busia District, Uganda",Eastern Region,Busia,Busia,Busia,DB
NWSC-2026-01580,nw95426dab010e3adf4765,NWSC-MEM-002236,NWSC-HH-001329,Irene Namutebi,Executive,Principal,Executive Leadership,Chief Technical Advisor,Information & Business Solutions,"Plot 418, Commercial Street, Pallisa, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Pallisa,DB
NWSC-2026-01581,nw5812592d51675bf4435a,NWSC-MEM-002237,NWSC-HH-001330,Aisha Ouma,Officer,Principal,Professional/Officer,Finance Officer,Water Quality,"Plot 878, Water Works Road, Matany, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Matany,DB
NWSC-2026-01582,nwf1d597f936d7366c0383,NWSC-MEM-002238,NWSC-HH-001331,Ibrahim Agaba,Officer,Principal,Professional/Officer,IT Officer,Public Relations & Corporate Communications,"Plot 235, Civic Road, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,DB
NWSC-2026-01583,nw9bfd9c907f5d94e8b36f,NWSC-MEM-002239,NWSC-HH-001332,Isaac Odongo,Staff,Principal,Support/Admin,Records Clerk,Planning & Capital Development,"Plot 58, Church Road, Kotido, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Kotido,DB
NWSC-2026-01584,nw8c0e6dbc10be2565baaa,NWSC-MEM-002240,NWSC-HH-001333,Ocen Mugisha,Staff,Principal,Field/Operations,Field Assistant,Information & Business Solutions,"Plot 347, Commercial Street, Kumi, Kumi District, Uganda",Eastern Region,Kumi,Kumi,Kumi,DB
NWSC-2026-01585,nw0f03e8955ea67e689db9,NWSC-MEM-002241,NWSC-HH-001334,Samuel Nanyonga,Officer,Principal,Professional/Officer,Finance Officer,Planning & Capital Development,"Plot 651, Station Road, Amuria, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Amuria,DB
NWSC-2026-01586,nwed7ee4d4bb52d1e1c7fb,NWSC-MEM-002242,NWSC-HH-001335,Joan Waiswa,Officer,Principal,Professional/Officer,Human Resource Officer,Regional Operations,"Plot 631, Spring Road, Malaba, Tororo District, Uganda",Eastern Region,Tororo,Tororo,Malaba,DB
NWSC-2026-01587,nwe1f61fa46c1df51531cf,NWSC-MEM-002243,NWSC-HH-001336,David Ouma,Officer,Principal,Professional/Officer,Finance Officer,Human Resource,"Plot 540, Council Road, Tororo, Tororo District, Uganda",Eastern Region,Tororo,Tororo,Tororo,DB
NWSC-2026-01588,nwcb9d2bf894a9800e3ec3,NWSC-MEM-002244,NWSC-HH-001337,Akello Lwanga,Staff,Principal,Field/Operations,Field Assistant,Commercial & Customer Services,"Plot 452, Hospital Road, Kaberamaido, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Kaberamaido,DB
NWSC-2026-01589,nw0b62801f78e7f3549a5b,NWSC-MEM-002245,NWSC-HH-001338,Daniel Kisembo,Staff,Principal,Field/Operations,Pump Attendant,Information & Business Solutions,"Plot 6, Reservoir Road, Busia, Busia District, Uganda",Eastern Region,Busia,Busia,Busia,DB
NWSC-2026-01590,nwcc41aa1792b8c3da770e,NWSC-MEM-002246,NWSC-HH-001339,Joan Wamala,Staff,Principal,Field/Operations,Leakage Technician,Finance & Corporate Strategy,"Plot 601, Reservoir Road, Kaserem, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Kaserem,DB
NWSC-2026-01591,nw6e8d410d9c11bbd25cba,NWSC-MEM-002247,NWSC-HH-001340,Angela Nanyonga,Officer,Principal,Professional/Officer,Human Resource Officer,Kampala Water,"Plot 429, School Lane, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,DB
NWSC-2026-01592,nwbf697a8fb43adde032b1,NWSC-MEM-002248,NWSC-HH-001341,Sarah Kahuma,Staff,Principal,Field/Operations,Pump Attendant,Legal Services,"Plot 710, Old Kampala Road, Loyoro, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Loyoro,DB
NWSC-2026-01593,nw45f2a8a7ead03ec18430,NWSC-MEM-002249,NWSC-HH-001342,Prossy Mugisha,Officer,Principal,Professional/Officer,Finance Officer,Legal Services,"Plot 480, Church Road, Manafwa, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Manafwa,DB
NWSC-2026-01594,nwac13fcad0bed0a0c5f52,NWSC-MEM-002250,NWSC-HH-001343,Ritah Mutebi,Staff,Principal,Field/Operations,Plant Operator,Technical Services,"Plot 360, Church Road, Kolir, Bukedea District, Uganda",Eastern Region,Bukedea,Bukedea,Kolir,DB
NWSC-2026-01595,nw2d0225ca4c9366b9afde,NWSC-MEM-002251,NWSC-HH-001344,Godfrey Odongo,Management,Principal,Regional/General Manager,Deputy Regional Manager,Kampala Water,"Plot 821, High Street, Kangole, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Kangole,DB
NWSC-2026-01596,nw24439412a42364d4f3f1,NWSC-MEM-002252,NWSC-HH-001345,Ivan Katumba,Management,Principal,Regional/General Manager,Deputy Regional Manager,Procurement & Stores,"Plot 868, Civic Road, Kapchorwa, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Kapchorwa,DB
NWSC-2026-01597,nwb188c466177f41c4b02c,NWSC-MEM-002253,NWSC-HH-001346,Isaac Katumba,Officer,Principal,Professional/Officer,Commercial Officer,Legal Services,"Plot 978, School Lane, Karenga, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Karenga,DB
NWSC-2026-01598,nw75ed5427317342b381e5,NWSC-MEM-002254,NWSC-HH-001347,Robert Katumba,Staff,Principal,Support/Admin,Administrative Assistant,Planning & Capital Development,"Plot 13, Old Kampala Road, Katakwi, Katakwi District, Uganda",Eastern Region,Katakwi,Katakwi,Katakwi,DB
NWSC-2026-01599,nwca1716fe5a0fae3ea1fa,NWSC-MEM-002255,NWSC-HH-001348,Stella Nalubega,Officer,Principal,Professional/Officer,Commercial Officer,Human Resource,"Plot 224, Old Kampala Road, Bubutu, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Bubutu,DB
NWSC-2026-01600,nwa41678013e9446b5e204,NWSC-MEM-002256,NWSC-HH-001349,Sylvia Waiswa,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Public Relations & Corporate Communications,"Plot 195, Water Works Road, Kapchorwa, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Kapchorwa,DB
NWSC-2026-01601,nw172b2c5911c6be36d918,NWSC-MEM-002257,NWSC-HH-001350,Prossy Lwanga,Officer,Principal,Professional/Officer,Finance Officer,Internal Audit,"Plot 584, Old Kampala Road, Bumbo, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Bumbo,DB
NWSC-2026-01602,nwaf54cb603f84debc60db,NWSC-MEM-002258,NWSC-HH-001351,Florence Ntale,Staff,Principal,Support/Admin,Administrative Assistant,Internal Audit,"Plot 898, Industrial Lane, Magale, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Magale,DB
NWSC-2026-01603,nw1a012b03349f78b5e12e,NWSC-MEM-002259,NWSC-HH-001352,Opio Byaruhanga,Officer,Principal,Supervisor/Specialist,Water Quality Specialist,Planning & Capital Development,"Plot 76, Spring Road, Kaabong, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Kaabong,DB
NWSC-2026-01604,nw5c90ca79b979b4b7600b,NWSC-MEM-002260,NWSC-HH-001353,Immaculate Laker,Officer,Principal,Professional/Officer,Civil Engineer,Human Resource,"Plot 222, Mission Road, Mukura, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Mukura,DB
NWSC-2026-01605,nw1b2b06323fdbeec73cb9,NWSC-MEM-002261,NWSC-HH-001354,Margaret Ouma,Staff,Principal,Support/Admin,Administrative Assistant,Technical Services,"Plot 384, Industrial Lane, Bubutu, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Bubutu,DB
NWSC-2026-01606,nwd963505946d45f15693c,NWSC-MEM-002262,NWSC-HH-001355,Catherine Bamwesigye,Officer,Principal,Professional/Officer,Procurement Officer,Kampala Water,"Plot 954, Old Kampala Road, Katakwi, Katakwi District, Uganda",Eastern Region,Katakwi,Katakwi,Katakwi,DB
NWSC-2026-01607,nw9c466d8022a534ecb21a,NWSC-MEM-002263,NWSC-HH-001356,Angela Otieno,Staff,Principal,Field/Operations,Plant Operator,Technical Services,"Plot 248, Water Works Road, Butebo, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Butebo,DB
NWSC-2026-01608,nwfbfd74eb3c02e240d0ac,NWSC-MEM-002264,NWSC-HH-001357,Stella Akello,Staff,Principal,Field/Operations,Field Assistant,Commercial & Customer Services,"Plot 576, Old Kampala Road, Agule, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Agule,DB
NWSC-2026-01609,nwfb06961ef08d084d6229,NWSC-MEM-002265,NWSC-HH-001358,Ibrahim Senyonga,Staff,Principal,Field/Operations,Field Assistant,Legal Services,"Plot 47, Old Kampala Road, Kaberamaido, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Kaberamaido,DB
NWSC-2026-01610,nw0a36ef8a8d27c461f7bf,NWSC-MEM-002266,NWSC-HH-001359,Ben Tumusiime,Officer,Principal,Professional/Officer,Civil Engineer,Planning & Capital Development,"Plot 774, Commercial Street, Moroto, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Moroto,DB
NWSC-2026-01611,nw0dac09a0e77efd5dac10,NWSC-MEM-002267,NWSC-HH-001360,Judith Mugisha,Officer,Principal,Professional/Officer,Finance Officer,Public Relations & Corporate Communications,"Plot 396, Hill Road, Pallisa, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Pallisa,DB
NWSC-2026-01612,nw4fe5728dedf645f8415a,NWSC-MEM-002268,NWSC-HH-001361,Ruth Tusubira,Staff,Principal,Support/Admin,Customer Care Assistant,Procurement & Stores,"Plot 213, Church Road, Atiriri, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Atiriri,DB
NWSC-2026-01613,nwd96b7234b1e4c775cbe3,NWSC-MEM-002269,NWSC-HH-001362,Ruth Wamala,Staff,Principal,Field/Operations,Field Assistant,Public Relations & Corporate Communications,"Plot 185, Civic Road, Soroti, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Soroti,DB
NWSC-2026-01614,nwbcd324fd38a21b401448,NWSC-MEM-002270,NWSC-HH-001363,Ibrahim Namutebi,Staff,Principal,Field/Operations,Field Assistant,Public Relations & Corporate Communications,"Plot 346, Commercial Street, Bubutu, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Bubutu,DB
NWSC-2026-01615,nw863048339ee256583e45,NWSC-MEM-002271,NWSC-HH-001364,Samuel Opio,Officer,Principal,Professional/Officer,Commercial Officer,Information & Business Solutions,"Plot 329, Water Works Road, Loyoro, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Loyoro,DB
NWSC-2026-01616,nwb513a3060849bf41408f,NWSC-MEM-002272,NWSC-HH-001365,Patrick Byaruhanga,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Procurement & Stores,"Plot 632, Water Works Road, Amuria, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Amuria,DB
NWSC-2026-01617,nwb2b1852d474e16ea8df2,NWSC-MEM-002273,NWSC-HH-001366,Judith Tusubira,Staff,Principal,Field/Operations,Meter Reader,Technical Services,"Plot 758, Market Street, Osukuru, Tororo District, Uganda",Eastern Region,Tororo,Tororo,Osukuru,DB
NWSC-2026-01618,nw41cf07023c78feeaa88a,NWSC-MEM-002274,NWSC-HH-001367,Abdul Kisembo,Staff,Principal,Field/Operations,Plant Operator,Commercial & Customer Services,"Plot 652, Church Road, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,DB
NWSC-2026-01619,nw83647dbf267de9184f40,NWSC-MEM-002275,NWSC-HH-001368,Prossy Okot,Staff,Principal,Support/Admin,Driver,Planning & Capital Development,"Plot 770, Station Road, Kangole, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Kangole,DB
NWSC-2026-01620,nw4737d22af93db181da88,NWSC-MEM-002276,NWSC-HH-001369,Allan Akello,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Engineering Services,"Plot 916, Church Road, Bumbo, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Bumbo,DB
NWSC-2026-01621,nw8183b5d82d5e8eeb36dd,NWSC-MEM-002277,NWSC-HH-001370,Sarah Nanyonga,Staff,Principal,Support/Admin,Stores Assistant,Regional Operations,"Plot 37, Council Road, Panyangara, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Panyangara,DB
NWSC-2026-01622,nwf94bc47a4282bedd647b,NWSC-MEM-002278,NWSC-HH-001371,Lydia Ouma,Management,Principal,Area/Branch Manager,District Operations Manager,Procurement & Stores,"Plot 592, Main Street, Bubutu, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Bubutu,DB
NWSC-2026-02698,nw75d240e18ba086a872c6,NWSC-MEM-002279,NWSC-HH-001298,Isaac Okot,Officer,Child,Dependant,,,"Plot 968, Main Street, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,DB
NWSC-2026-02699,nwe5d02810bee983350564,NWSC-MEM-002280,NWSC-HH-001297,Kato Aciro,Officer,Child,Dependant,,,"Plot 524, Council Road, Manafwa, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Manafwa,DB
NWSC-2026-02700,nw3a8337f9f312cb728aa6,NWSC-MEM-002281,NWSC-HH-001298,Catherine Auma,Officer,Spouse,Dependant,,,"Plot 968, Main Street, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,DB
NWSC-2026-02701,nwda772b5e0044dd6ef8d7,NWSC-MEM-002282,NWSC-HH-001250,Sylvia Anywar,Officer,Parent,Dependant,,,"Plot 74, Market Street, Kaabong, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Kaabong,DB
NWSC-2026-02702,nw8ddab28fbb07dbff8b0e,NWSC-MEM-002283,NWSC-HH-001227,Noah Senyonga,Officer,Child,Dependant,,,"Plot 776, Council Road, Arapai, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Arapai,DB
NWSC-2026-02703,nwc4c00239bd346f0561b1,NWSC-MEM-002284,NWSC-HH-001177,Susan Alupo,Management,Child,Dependant,,,"Plot 868, Industrial Lane, Agule, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Agule,DB
NWSC-2026-02704,nwfee42ad0f345d7df5cca,NWSC-MEM-002285,NWSC-HH-001344,Ritah Odongo,Management,Spouse,Dependant,,,"Plot 821, High Street, Kangole, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Kangole,DB
NWSC-2026-02705,nw7da439d9a011a7c68486,NWSC-MEM-002286,NWSC-HH-001225,Patrick Waiswa,Officer,Child,Dependant,,,"Plot 273, Lake View Road, Lwakhakha, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Lwakhakha,DB
NWSC-2026-02706,nwac4b155abd0fbd27cded,NWSC-MEM-002287,NWSC-HH-001171,Angela Opio,Officer,Sibling,Dependant,,,"Plot 142, Mission Road, Panyangara, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Panyangara,DB
NWSC-2026-02707,nw28c5d511975d12bfdde6,NWSC-MEM-002288,NWSC-HH-001307,Irene Kyomuhendo,Officer,Sibling,Dependant,,,"Plot 560, Church Road, Kaabong, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Kaabong,DB
NWSC-2026-02708,nw36e9dfe5282691a912aa,NWSC-MEM-002289,NWSC-HH-001302,Martha Laker,Officer,Spouse,Dependant,,,"Plot 607, Council Road, Bukedea, Bukedea District, Uganda",Eastern Region,Bukedea,Bukedea,Bukedea,DB
NWSC-2026-02709,nwa0fa910a3086967f4e74,NWSC-MEM-002290,NWSC-HH-001255,Rose Obote,Staff,Child,Dependant,,,"Plot 476, Station Road, Kaberamaido, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Kaberamaido,DB
NWSC-2026-02710,nwb92f96f856ae82572f43,NWSC-MEM-002291,NWSC-HH-001309,Ocen Namutebi,Officer,Child,Dependant,,,"Plot 309, Church Road, Mukura, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Mukura,DB
NWSC-2026-02711,nw3153940154d97e0d4bc5,NWSC-MEM-002292,NWSC-HH-001209,Ruth Nakimuli,Officer,Sibling,Dependant,,,"Plot 344, School Lane, Serere, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Serere,DB
NWSC-2026-02712,nw5684359e5a8b932241ac,NWSC-MEM-002293,NWSC-HH-001236,Florence Aciro,Staff,Child,Dependant,,,"Plot 151, Reservoir Road, Kaberamaido, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Kaberamaido,DB
NWSC-2026-02713,nw42a44f186f1f2da69a54,NWSC-MEM-002294,NWSC-HH-001332,Michael Odongo,Staff,Child,Dependant,,,"Plot 58, Church Road, Kotido, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Kotido,DB
NWSC-2026-02714,nwc0469875ff65b1399cf6,NWSC-MEM-002295,NWSC-HH-001185,Patricia Akena,Officer,Child,Dependant,,,"Plot 740, Hill Road, Sironko, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Sironko,DB
NWSC-2026-02715,nw36387370f434e2efaa03,NWSC-MEM-002296,NWSC-HH-001338,Achen Kisembo,Staff,Child,Dependant,,,"Plot 6, Reservoir Road, Busia, Busia District, Uganda",Eastern Region,Busia,Busia,Busia,DB
NWSC-2026-02716,nwbfe121ca2072d6bd3334,NWSC-MEM-002297,NWSC-HH-001271,Hassan Obote,Staff,Sibling,Dependant,,,"Plot 126, Main Street, Serere, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Serere,DB
NWSC-2026-02717,nw713db1c365fad6fe302c,NWSC-MEM-002298,NWSC-HH-001336,Annet Ouma,Officer,Child,Dependant,,,"Plot 540, Council Road, Tororo, Tororo District, Uganda",Eastern Region,Tororo,Tororo,Tororo,DB
NWSC-2026-02718,nw51fa4b9902a7379c20e9,NWSC-MEM-002299,NWSC-HH-001248,Akello Wabwire,Staff,Spouse,Dependant,,,"Plot 153, High Street, Toroma, Katakwi District, Uganda",Eastern Region,Katakwi,Katakwi,Toroma,DB
NWSC-2026-02719,nwc45eafa88b4384eeee7f,NWSC-MEM-002300,NWSC-HH-001237,Collins Akena,Officer,Spouse,Dependant,,,"Plot 294, Main Street, Nakapelimoru, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Nakapelimoru,DB
NWSC-2026-02720,nwda29512401a2877f6dd7,NWSC-MEM-002301,NWSC-HH-001242,Noah Kakooza,Officer,Spouse,Dependant,,,"Plot 664, High Street, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,DB
NWSC-2026-02721,nwb9d104aa6956ff87b8bd,NWSC-MEM-002302,NWSC-HH-001226,Immaculate Biryomumaisho,Officer,Child,Dependant,,,"Plot 770, Old Kampala Road, Budadiri, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Budadiri,DB
NWSC-2026-02722,nw610516f08315c027da8c,NWSC-MEM-002303,NWSC-HH-001273,Sarah Anywar,Officer,Child,Dependant,,,"Plot 863, Market Street, Nakapelimoru, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Nakapelimoru,DB
NWSC-2026-02723,nwdfb35e06fd13a5c658c6,NWSC-MEM-002304,NWSC-HH-001201,Raymond Nsubuga,Officer,Spouse,Dependant,,,"Plot 547, Water Works Road, Sipi, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Sipi,DB
NWSC-2026-02724,nw57e05b56bd087ec886c0,NWSC-MEM-002305,NWSC-HH-001342,Ibrahim Mugisha,Officer,Spouse,Dependant,,,"Plot 480, Church Road, Manafwa, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Manafwa,DB
NWSC-2026-02725,nw31c997a37f9c59b43396,NWSC-MEM-002306,NWSC-HH-001168,Ben Bamwesigye,Staff,Child,Dependant,,,"Plot 88, Hill Road, Kapir, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Kapir,DB
NWSC-2026-02726,nw26d3c775677e65c2dea0,NWSC-MEM-002307,NWSC-HH-001180,Stella Auma,Management,Spouse,Dependant,,,"Plot 136, Church Road, Sironko, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Sironko,DB
NWSC-2026-02727,nw548d74a3b9e710acc0d0,NWSC-MEM-002308,NWSC-HH-001206,Allan Katumba,Officer,Child,Dependant,,,"Plot 566, Hospital Road, Sipi, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Sipi,DB
NWSC-2026-02728,nw2b5d5dbe29c95352f89d,NWSC-MEM-002309,NWSC-HH-001261,Margaret Kahuma,Management,Child,Dependant,,,"Plot 54, Old Kampala Road, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,DB
NWSC-2026-02729,nwb8b3cdc6428d340b4e95,NWSC-MEM-002310,NWSC-HH-001353,Patrick Laker,Officer,Spouse,Dependant,,,"Plot 222, Mission Road, Mukura, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Mukura,DB
NWSC-2026-02730,nwe008fcb4c1e76628283b,NWSC-MEM-002311,NWSC-HH-001220,Margaret Nantongo,Officer,Child,Dependant,,,"Plot 128, Commercial Street, Bukedea, Bukedea District, Uganda",Eastern Region,Bukedea,Bukedea,Bukedea,DB
NWSC-2026-02731,nw76e034348417e752a7a5,NWSC-MEM-002312,NWSC-HH-001206,Rebecca Ntale,Officer,Spouse,Dependant,,,"Plot 566, Hospital Road, Sipi, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Sipi,DB
NWSC-2026-02732,nwa02cb31798c044965826,NWSC-MEM-002313,NWSC-HH-001294,Rose Otieno,Officer,Child,Dependant,,,"Plot 618, Station Road, Katakwi, Katakwi District, Uganda",Eastern Region,Katakwi,Katakwi,Katakwi,DB
NWSC-2026-02733,nwe0d22b019dad4d5f8ca9,NWSC-MEM-002314,NWSC-HH-001206,Daniel Katumba,Officer,Child,Dependant,,,"Plot 566, Hospital Road, Sipi, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Sipi,DB
NWSC-2026-02734,nw2935225926b3cf8d0254,NWSC-MEM-002315,NWSC-HH-001224,Daniel Nalubega,Executive,Parent,Dependant,,,"Plot 940, Hill Road, Loyoro, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Loyoro,DB
NWSC-2026-02735,nw5f679d4fc5f15c8ad5a7,NWSC-MEM-002316,NWSC-HH-001282,Richard Nantongo,Officer,Child,Dependant,,,"Plot 763, Mission Road, Agule, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Agule,DB
NWSC-2026-02736,nwe6f39f4b8dde7bc8c209,NWSC-MEM-002317,NWSC-HH-001338,Ruth Kisembo,Staff,Spouse,Dependant,,,"Plot 6, Reservoir Road, Busia, Busia District, Uganda",Eastern Region,Busia,Busia,Busia,DB
NWSC-2026-02737,nw3354c39a161315afe077,NWSC-MEM-002318,NWSC-HH-001171,Grace Opio,Officer,Child,Dependant,,,"Plot 142, Mission Road, Panyangara, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Panyangara,DB
NWSC-2026-02738,nwc90423c804dd62ddeae7,NWSC-MEM-002319,NWSC-HH-001261,Martha Kahuma,Management,Parent,Dependant,,,"Plot 54, Old Kampala Road, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,DB
